ID;Kitab;Sanad;Matan
1475;Musnad Syafi'i 1475;Ibnu Ulayyah mengabarkan kepada kami dari Al Jald bin Ayub dari Muawiyah bin Qurrah, dari Anas bin Malik, ia pernah mengatakan: Masa haid yang dialami wanita ialah 3 atau 4 hari sampai dengan batasan maksimal 10 hari. Imam Asy-Syafi'i berkata,;"Ibnu Ulayah mengatakan kepadaku bahwa Al Jald adalah seorang Arab badui yang tidak mengenal hadis."" 705"
1476;Musnad Syafi'i 1476;Ibrahim bin Muhammad mengabarkan kepada kami, Muhammad bin Ajian mengabarkan kepadaku dari Abdullah bin Rafi', dari Ummu Salamah, istri Nabi : Bahwa Nabi  pernah mengenai kain yang terkena darah haid, maka beliau  bersabda “Hendaklah dia kerik, kemudian kucek dengan air, lalu boleh ia pakai untuk shalat;706
1477;Musnad Syafi'i 1477;Ibnu Uyainah mengabarkan kepada kami, dari Az-Zuhri, dari Thalhah bin Abdullah bin Auf, dari Said bin Zaid bin Amr bin Nufail bahwa Rasulullah  pernah bersabda,;"Barangsiapa yang terbunuh karena membela hartanya, maka dia syahid.""707"
1478;Musnad Syafi'i 1478;Ibrahim bin Muhammad mengabarkan kepada kami dari Ja'far bin Muhammad, dari ayahnya bahwa Ali  berkata sehubungan dengan Ibnu Muljam setelah Ibnu Muljam menikamnya (dari belakang),;"Berilah dia makan dan minum, serta perlakukanlah dalam tahanan dengan baik. Jika aku masih hidup, maka akulah wali darahku; jika aku suka, aku akan memaafkan atau akan meng-qishash- nya. Tetapi jika aku meninggal dunia, lalu kalian membunuhnya, janganlah kalian mencincangnya."" 708"
1479;Musnad Syafi'i 1479;Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Ibnu Ka'b bin Malik, dari pamannya: Bahwa Rasulullah  melarang orang-orang (pasukan kaum muslim) yang beliau kirim untuk memerangi Ibnu Abu Al Huqaiq membunuh kaum wanita dan anak-anak. 709;
1480;Musnad Syafi'i 1480;Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Ubaidillah bin Abdullah, dari Ibnu Abbas, dari Ash-Shab bin Jaisamah Al-Laitsi : Bahwa Nabi  pernah ditanya mengenai penduduk suatu kampung dari kalangan kaum musyrik yang diserang di malam hari, hingga kaum wanita mereka dan anak-anaknya ada yang terbunuh. Maka Rasulullah  bersabda,;"Meeka (kaum wanita dan anak-anak) termasuk dari kaum laki-lakinya."" Adakalanya Sufyan mengetengahkan hadis ini dengan kalimat, ""Mereka adalah bagian dari ayah-ayahnya.""710"
1481;Musnad Syafi'i 1481;"Amr bin Hubaib mengabarkan kepada kami dari Abdullah bin Aun bahwa Nafi' telah berkirim surat kepadanya, bahwa Ibnu Umar pernah mengabarkan kepadanya: Nabi  menyerang Bani Al Mushthaliq, sedangkan mereka dalam keadaan tenggelam di dalam kesenangan di Al Muraisi'; maka beliau membunuh pasukan mereka dan menawan kaum wanita dan anak-anaknya. 711";
1482;Musnad Syafi'i 1482;Sufyan mengabarkan kepada kami dari Ibnu Abu Najih, dari Ibnu Abbas, ia mengatakan: Barangsiapa yang lari karena menghadapi 3 orang (musuh), maka dia bukan orang yang lari. Tetapi barangsiapa yang lari karena menghadapi 2 orang (musuh), maka berarti dia lari (dari medan perang). 712;
1483;Musnad Syafi'i 1483;Abu Dhamrah mengabarkan kepada kami dari Musa bin Uqbah, dari Nafi', dari Ibnu Umar: Rasulullah  telah membakar harta (kebun kurma) milik orang-orang Bani Nadhir. 713;
1484;Musnad Syafi'i 1484;"Ibrahim bin Sa'd mengabarkan kepada kami dari Ibnu Syihab: Rasulullah  telah membakar harta milik Bani Nadhir, lalu ada seseorang berkata;  Amat remeh kebakaran merata yang terjadi di Buwairah bagi orang-orang hartawan Bani Luay.714";
1485;Musnad Syafi'i 1485;Ibnu Uyainah mengabarkan kepada kami dari Amr bin Dinar, dari Shuhaib maula Abdullah bin Amr, dari Abdullah bin Amr bin Ash bahwa Rasulullah  pernah bersabda,;"Barangsiapa yang membunuh burung pipit hingga lebih besar darinya tanpa alasan yang dibenarkan, Allah kelak akan menanyakan kepadanya tentang pembunuhannya itu."" Seseorang bertanya, ""Wahai Rasulullah! Apakah yang dimaksud dengan alasan yang dibenarkan?"" Rasulullah  menjawab, ""Yaitu menyembelihnya dan memakannya, dan janganlah ia memotong lehernya, lalu membuangnya (tanpa memakannya). ""715"
1486;Musnad Syafi'i 1486;Ibrahim bin Abu Yahya mengabarkan kepada kami dari Ja'far, dari ayahnya, dari Ali bin Hushain, ia mengatakan: Tidak, demi Allah, Rasulullah  tidak pernah mencongkel mata, tidak pula menjatuhkan hukuman terhadap ahlu liqah (orang-orang yang mencuri unta) lebih dari memotong tangan dan kaki mereka —secara silang—. 716;
1487;Musnad Syafi'i 1487;Sufyan bin Uyainah menceritakan kepada kami dari Amr bin Dinar, dari Al Hasan bin Muhammad, dari Ubaidillah bin Abu Rafi', ia mengatakan bahwa ia pernah mendengar Ali menceritakan hadis berikut: Rasulullah  mengutus kami bertiga, yaitu aku sendiri, Az-Zubair dan Al Miqdad. Beliau berpesan,;"Berangkatlah kalian hingga sampai di kebun Khakh, karena sesungguhnya di dalam kebun itu terdapat wanita musafir yang membawa sepucuk surat (rahasia)."" Maka, kami berangkat dengan memacu kuda kami, ternyata kami dapat menyusul wanita musafir itu, lalu kami katakan, “Keluarkanlah surat itu."" Wanita itu menjawab, ""Aku tidak membawa sepucuk surat pun."" Kami berkata lagi kepadanya, ""Kamu harus mengeluarkan surat itu, atau kamu harus melepaskan bajumu."" Akhirnya, ia mengeluarkan surat itu dari gelungan rambutnya. Lalu kami membawa surat itu kepada Rasulullah , ternyata surat itu berasal dari Hathib bin Abu Balta'ah yang ditujukan kepada segolongan orang dari kalangan kaum musyrik di Makkah, isinya menceritakan sebagian aktivitas Nabi . Maka Nabi  bertanya, ""Apakah artinya ini; hai Hathib?"" Ia menjawab, ""Janganlah engkau terburu-buru mengambil kesimpulan terhadap diriku. Sesungguhnya aku adalah orang yang menempel pada kabilah Quraisy, sedangkan aku bukan dari kalangan mereka. Dan, di antara orang-orang Muhajirin yang ikut bersamamu mempunyai kaum kerabat yang melindungi saudara-saudara mereka (di Makkah), sedangkan aku sendiri tidak memiliki seorang kerabat pun di Makkah. maka aku bermaksud mengambil hati mereka (agar mereka melindungi kerabatku yang masih di Makkah). Demi Allah, aku melakukannya bukan karena aku ragu terhadap agamaku, tidak pula karena rela dengan kekufuran sesudah Islam."" Maka Rasulullah  bersabda, ""Sesungguhnya dia memang benar. "" Tetapi Umar berkata, ""Wahai Rasulullah, biarkanlah aku memenggal leher si munafik ini."" Nabi  bersabda, “Sesungguhnya dia ikut dalam perang Badar. Tidakkah kamu tahu, barangkali Allah mengkhususkan ahli Badar. Dia telah berfirman, Berbuatlah sesuka hati kalian, sesungguhnya Aku telah mengampuni kalian"". Dan turunlah firman-Nya, ""Hai orang-orang yang beriman, janganlah kalian mengambil musuh-Ku dan musuh kalian menjadi teman-teman setia yang kalian sampaikan kepada mereka (berita-berita Muhammad) karena rasa kasih sayang."" (Qs. Al Mumtahanah [60]:1) 717"
1488;Musnad Syafi'i 1488;Ats-Tsaqafi menceritakan kepada kami dari Humaid, dari Anas bin Malik, ia mengatakan: Ketika kami mengepung Tustur, maka Hurmuzan menyerahkan diri kepada kekuasaan Umar , dan aku datang menghadapkannya kepada Umar. Ketika kami sampai di hadapan Umar, ia berkata kepadanya,;"Bicaralah!"" Hurmuzan menjawab, ""Bicara orang yang hidup atau orang yang mati."" Umar berkata, ""Bicaralah kamu, tidak apa-apa."" Hurmuzan menjawab, ""Sesungguhnya kami (bangsa Persia) dan kalian -wahai orang-orang Arab- tanpa ada pertolongan dari Allah di antara kami dan kalian, maka kami dapat memperbudak kalian, memerangi kalian dan merampok kalian. Tetapi ketika Allah bersama kalian, maka kami tidak mempunyai kekuatan terhadap kalian."" Umar berkata, ""Bagaimana pendapatmu sekarang?"" Aku (Anas bin Malik) menjawab, ""Wahai Amirul Mukminin, aku meninggalkan musuh yang banyak di belakangku dan kekuatan yang dahsyat. Jika engkau membunuhnya, niscaya kaumnya berputus asa untuk hidup. Hal ini akan membuat mereka bertambah nekad dan lebih kuat."" Umar berkata, ""Diamlah, dia adalah pembunuh Al Barra bin Malik dan Majza'ah bin Tsaur."" Ketika aku merasa khawatir Umar akan membunuhnya, maka aku berkata, ""Tidak ada jalan untuk membunuhnya, dan engkau telah berkata kepadanya, 'Bicaralah, tidak apa-apa'."" Umar berkata, ""Kamu membelanya dan akan mendapat upah darinya bukan?"" Aku menjawab, ""Demi Allah, aku bukan membelanya dan tidak pula mendapat upah darinya."" Umar berkata, ""Datangkanlah kepadaku orang lain yang memberikan kesaksian tentang apa yang barusan kamu katakan itu; atau kalau tidak, aku pasti menghukummu."" Anas bin Malik melanjutkan kisahnya: Lalu aku keluar dan bertemu dengan Az-Zubair bin Awwam. Akhirnya, Az- Zubair mau memberikan kesaksian bersamaku, dan Umar menahan diri (tidak membunuh Hurmuzan) dan menuruti saran kami, lalu ia menetapkan jizyah terhadapnya (Hurmuzan).718"
1489;Musnad Syafi'i 1489;Ats-Tsaqafi mengabarkan kepada kami dari Humaid, dari Musa bin Anas, dari Anas bin Malik: Bahwa Umar bin Khaththab  pernah bertanya kepadanya,;"Apabila kalian mengepung Madinah, apakah yang akan kalian lakukan?"" Ia menjawab, ""Kami mengirimkan seorang lelaki ke Madinah dan kami buatkan untuknya tameng dari kulit."" Umar bertanya, ""Bagaimanakah pendapatmu jika dia dilempari (dari benteng) dengan batu?"" Aku (Anas bin Malik) menjawab, ""Jika demikian, dia pasti mati."" Umar berkata, ""Janganlah kalian lakukan itu. Demi Tuhan yang jiwaku berada dalam genggaman kekuasaan-Nya, aku tidak suka bila kalian dapat kemenangan atas suatu kota yang di dalamnya terdapat 4 ribu pasukan dengan mengorbankan seorang lelaki muslim.""719"
1490;Musnad Syafi'i 1490;Sufyan mengabarkan kepada kami dari Yazid bin Khashifah, dari As-Saib bin Yazid: Bahwa Nabi  maju ke medan perang dalam Perang Uhud dengan memakai 2 lapis baju besi.720;
1491;Musnad Syafi'i 1491;"Abdul Wahab Ats-Tsaqafi mengabarkan kepada kami dari Humaid, dari Anas , ia mengatakan: Rasulullah  berangkat menuju Khaibar, dan tiba pada malam hari. Rasulullah  apabila datang malam hari pada suatu kaum, beliau belum pernah menyerang mereka sebelum hari pagi. Bila beliau mendengar adzan, beliau menahan diri (tidak menyerang); tetapi jika mereka tidak shalat, maka pada pagi harinya beliau pasti menyerang mereka. Pada pagi hari beliau menaiki kendaraannya, begitu pula pasukan kaum muslimin, sedangkan penduduk setempat keluar dengan membawa cangkul dan sekopnya (pergi ke ladang mereka). Ketika mereka melihat Rasulullah , mereka berseru, ''Muhammad dan pasukan khamis-nya!";"Lalu Rasulullah  berseru, ""Allahu Akbar (Allah Mahabesar), hancurlah Khaibar, sesungguhnya kami apabila turun menyerang di halaman suatu kaum, maka amat buruklah pagi hari orang-orang yang diberi peringatan."" Anas berkata, ""Aku saat itu membonceng di belakang Abu Thalhah, sedangkan kedua telapak kakiku benar-benar menyentuh telapak kaki Rasulullah .""721"
1492;Musnad Syafi'i 1492;Ats-Tsaqafi menceritakan kepada kami dari Ayub, dari Abu Qilabah, dari Abu Al Muhallab, dari Imran bin Hushain , ia mengatakan: Para sahabat Rasulullah  menahan seorang lelaki dari kalangan Bani Aqil, lalu mereka mengikatnya dan menjemurnya di bawah terik matahari. Kemudian Rasulullah dan kami melewatinya —atau perawi mengatakan Rasulullah datang kepadanya dengan mengendarai keledai berpelanakan sebuah qathifah— Lalu lelaki itu memanggilnya, “Hai Muhammad, hai Muhammad!;"Nabi  mendekatinya lalu bersabda, ""Bagaimanakah keadaanmu?"" Lelaki itu menjawab, ""Mengapa aku dihukum dan mengapa orang yang mendahului orang-orang haji dihukum?"" Nabi SAW menjawab, ""Kamu dihukum karena perbuatan teman sepakta kalian, orang-orang Bani Tsaqif."" Tersebutlah bahwa orang-orang Tsaqif menahan 2 orang sahabat Nabi . Maka beliau meninggalkannya dan berlalu darinya, tetapi dia menyerunya kembali, ""Hai Muhammad, hai Muhammad!"" Rasulullah  merasa kasihan kepadanya, lalu kembali kepadanya dan bertanya, ""Bagaimanakah keadaanmu?"" Lelaki itu menjawab ""Sesungguhnya aku seorang muslim."" Nabi bersabda, ""Sesungguhnya kamu mengatakannya tadi dan kamu dapat mengatasi urusanmu, niscaya kamu benar-benar akan beruntung"" Lalu Nabi  meninggalkannya dan pergi, tetapi lelaki itu menyerunya kembali, ""Hai Muhammad, hai Muhammad!"" Nabi  kembali kepadanya dan berkatalah dia kepada Nabi , ""Sesungguhnya aku lapar, maka berilah aku makan -menurut dugaanku dia mengatakan: Sesungguhnya aku haus, maka berilah aku minum-."" Nabi  bersabda, ""Inilah yang kamu perlukan"" Kemudian Rasulullah  menukarnya dengan 2 orang lelaki yang ditahan oleh Bani Tsaqif, dan beliau mengambil untuknya. 722"
1493;Musnad Syafi'i 1493;Abdul Wahab Ats-Tsaqafi menceritakan kepada kami dari Ayub, dari Abu Qilabah, dari Abu Al Muhallab, dari Imran bin Hushain. ia menceritakan: Seorang wanita dari kalangan Anshar ditawan, sedangkan unta itu telah ditangkap sebelumnya. Imam Asy- Syafi'i berkata,;"Seakan-akan yang ia maksudkan unta milik Nabi , mengingat akhir hadis menunjukkan hal tersebut."" Imran bin Hushain melanjutkan kisahnya: Bahwa wanita tersebut ditawan di kalangan mereka, sedangkan mereka sibuk dengan unta hasil jarahannya. Pada suatu malam, wanita tersebut lepas dari ikatannya. lalu datang ke tempat unta. Tetapi setiap kali ia memegang seekor unta, maka unta yang dipegangnya itu mengeluarkan suara lenguhannya. Hingga sampailah ia pada unta tersebut, lalu ia memegangnya, dan ternyata unta ini tidak mengeluarkan suara melainkan hanya menggeram. Kemudian ia duduk di punggungnya, lalu menghardiknya, maka unta ini berlari. Ia dikejar malam itu juga, tetapi tidak terkejar. Maka, wanita itu bernadzar kepada Allah . Jika Allah menyelamatkan dirinya dengan mengendarai unta tersebut, niscaya ia akan menyembelihnya. Ketika wanita itu tiba di Madinah, mereka mengenal unta yang dikendarainya, lalu mereka berkata, ""Ini unta milik Rasulullah ."" Wanita itu berkata, ""Sesungguhnya unta ini telah dinadzarkan. Jika unta ini dapat menyelamatkannya, maka ia benar-benar akan menyembelihnya."" Mereka menjawab, ""Demi Allah, janganlah kamu menyembelihnya sebelum Rasulullah  diberi kabar."" Mereka datang kepada Nabi  dan menceritakan kepada beliau bahwa si fulanah telah datang dengan mengendarai untamu. Dia telah bemadzar, jika Allah menyelamatkan dirinya dengan memakai unta itu, maka dia benar-benar akan menyembelihnya. Rasulullah SAW bersabda, ""Mahasuci Allah, alangkah buruknya imbalan yang dia berikan, bila Allah telah menyelamatkan dirinya melalui unta itu, sedangkan dia bernadzar akan menyembelihnya. Tidak ada nadzar dalam maksiat kepada Allah SWT, dan tidak ada nadzar pada apa yang tidak dimiliki oleh seorang hamba -atau oleh Bani Adam-."""
1494;Musnad Syafi'i 1494;Hatim bin Ismail menceritakan kepada kami dari Ja'far (yakni Ibnu Muhammad), dari ayahnya, dari Yazid bin Hurmuz bahwa Najdah berkirim surat kepada Ibnu Abbas menanyakan tentang beberapa masalah, maka Ibnu Abbas berkata,;"Sesungguhnya orang-orang akan mengatakan bahwa Ibnu Abbas berkirim surat kepada orang Haruriyah (Khawarij). Seandainya saja aku tidak takut dianggap sebagai orang yang menyembunyikan ilmu, niscaya aku tidak akan berkirim surat kepadanya."" Najdah berkirim surat kepadanya yang bunyinya ialah, ""Amma ba'du, kabarkanlah kepadaku, apakah dahulu Rasulullah  pernah berperang dengan melibatkan kaum wanita? Dan, apakah Rasulullah  memberikan bagian ghanimah kepada mereka? Apakah anak-anak dibunuh? Bilakah status yatim seorang anak akan habis? Dan, khumus itu untuk siapa?"" Maka Ibnu Abbas menjawab suratnya, ""Kamu menulis surat kepadaku menanyakan apakah Rasulullah  dahulu berperang dengan melibatkan kaum wanita? Memang beliau pernah berperang dengan membawa kaum wanita, mereka ditugaskan mengobati orang-orang yang sakit (terluka), dan mereka mendapat imbalan dari hasil ghanimah. Tetapi mengenai bagian tertentu dari ghanimah, maka beliau tidak memberikannya kepada mereka. Beliau pun belum pernah membunuh anak-anak (dalam perangnya). Maka, janganlah kamu membunuh mereka kecuali jika kamu mempunyai pengetahuan seperti apa yang dimiliki oleh Khidhir terhadap anak yang dibunuhnya, hingga kamu dapat membedakan mana anak yang mukmin dan mana anak yang kafir, lalu kamu dapat membunuh anak yang kafir dan membiarkan anak yang mukmin. Kamu menanyakan kepadaku, bilakah masa yatim itu habis? Demi umurku bahwa seorang lelaki itu benar-benar akan berubah jenggotnya, tetapi dia benar-benar masih lemah dalam hal menerima dan memberi. Apabila dia telah dapat mengambil yang baik untuk dirinya sebagaimana yang dilakukan oleh orang-orang, berarti habislah status yatimnya. Engkau menulis surat kepadaku menanyakan tentang harta khumus. Aku katakan, sesungguhnya harta khumus itu buat kami (ahlul bait). Tetapi kaum kami menolak hal tersebut, maka kami tetap bersabar terhadapnya."" 724"
1495;Musnad Syafi'i 1495;Anas bin Iyadh mengabarkan kepada kami dari Musa bin Uqbah, dari Nafi', dari Ibnu Umar: Nabi  menebangi pohon kurma milik Bani Nadhir dan membakarnya, yaitu di Al Buwairah. 725;
1496;Musnad Syafi'i 1496;Ibrahim bin Sa'd mengabarkan kepada kami dari Ibnu Syihab: Bahwa Rasulullah  telah membakar harta milik Bani Nadhir, lalu ada seseorang berkata:  Amat remeh kebakaran merata yang terjadi di Buwairah bagi para hartawan Bani Luay.726;
1497;Musnad Syafi'i 1497;Sebagian teman kami mengabarkan kepada kami dari Abdullah bin Ja'far Az-Zuhri, ia pernah mendengar Ibnu Syihab menceritakan hadis berikut dari Urwah, dari Usamah bin Zaid, ia mengatakan: Rasulullah  pernah memerintahkan kepadaku agar melakukan serangan di pagi hari terhadap penduduk Abna, lalu aku membakarnya (yakni kebun kurma milik mereka) 727;
1498;Musnad Syafi'i 1498;Imam Malik mengabarkan kepada kami dari Ibnu Syihab, dari Atha bin Yazid Al-Laitsi, dari Ubaidillah bin Addi bin Khiyar: Ada seorang lelaki yang berbisik kepada Rasulullah , dan kami tidak mengetahui apa yang dibisikkannya hingga beliau mengeraskan pembicaraannya. Ternyata lelaki itu meminta izin kepada beliau untuk membunuh seorang lelaki dari kalangan kaum munafik. Maka Rasulullah  bersabda “Bukankah dia telah bersaksi bahwa Tidak ada Tuhan selain Allah!;". Lelaki itu menjawab “Betul, tetapi tidak ada syahadat baginya."" Nabi  bersabda “Bukankah dia shalat ?. Lelaki itu menjawab “Betul, tetapi tidak ada shalat baginya"". Maka Nabi  menjawab “Mereka adalah orang yang Allah  telah elarangku memerangi mereka""728"
1499;Musnad Syafi'i 1499;Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Usamah bin Zaid, ia mengatakan: Aku telah menyaksikan sebagian dari kemunafikan Abdullah bin Ubay dalam 3 majelis (pertemuan). 729;
1500;Musnad Syafi'i 1500;Ibnu Uyainah mengabarkan kepada kami dari Ayub bin Abu Tamimah, dari Ikrimah, ia mengatakan: Ketika sampai berita kepada Ibnu Abbas  bahwa Ali  membakar orang-orang murtad atau orang-orang kafir zindiq, ia berkata,;Seandainya aku, niscaya aku tidak akan membakar mereka. Tetapi aku benar-benar akan membunuh mereka, karena Rasulullah  bersabda, 'Barangsiapa yang berganti agama, maka bunuhlah dia oleh kalian'. Aku tidak akan membakar mereka karena sabda Rasulullah , 'Tidak layak bagi seseorang melakukan hukuman dengan hukuman Allah'730
1501;Musnad Syafi'i 1501;Malik mengabarkan kepada kami dari Zaid bin Aslam bahwa Rasulullah  pernah bersabda,;"Barangsiapa yang mengganti agamanya (murtad), maka pancunglah lehernya oleh kalian.""731"
1502;Musnad Syafi'i 1502;Malik mengabarkan kepada kami dari Abdurrahman bin Muhammad bin Abdullah bin Abdul Qari', dari ayahnya, ia mengatakan: Seorang lelaki utusan Abu Musa datang kepada Umar bin Khaththab . Lalu Umar bertanya kepadanya mengenai keadaan orang-orang, maka lelaki itu menceritakan semuanya kepada Umar. Kemudian Umar bertanya,;"Apakah ada berita baru dari kalian?"" Lelaki itu menjawab, ""Ya, ada seorang lelaki yang kafir sesudah Islam."" Umar bertanya, ""Apakah yang kalian lakukan terhadapnya?"" Lelaki itu menjawab, ""Kami ajukan dia ke pengadilan, lalu kami pancung lehernya."" Maka Umar  berkata, ""Mengapa tidak kalian penjarakan dia selama 3 hari, lalu kalian beri dia makan raghib (roti kering) dan kalian suruh dia untuk bertobat, barangkali dia mau bertobat dan kembali pada perintah Allah. Ya Allah, sesungguhnya aku tidak akan menghadirinya serta tidak memerintahkannya, dan aku tidak rela ketika berita ini sampai kepadaku.""732"
1503;Musnad Syafi'i 1503;Imam Asy-Syafi'i mengabarkan kepada kami bahwa ia mengatakan kepada salah seorang yang berdialog dengannya,;Dan aku berkata kepadanya bahwa Ats-Tsaqafi telah meriwayatkan hadis ini —dia orang yang tsiqah— dari Ja'far bin Muhammad, dari ayahnya, dari Jabir: Nabi  pernah memutuskan perkara dengan sumpah disertai saksi.733
1504;Musnad Syafi'i 1504;Imam Asy-Syafi'i menceritakan kepada kami, dan aku mendengar Ibnu Uyainah menceritakan hadis berikut dari Az-Zuhri yang pernah mendengar dari Malik bin Aus bin Al Hadatsan, ia mengatakan: Aku pernah mendengar Umar bin Khaththab  ketika Al Abbas dan Ali bin Abu Thalib  mengadukan perkara kepadanya tentang harta Nabi . Maka Umar berkata,;"Dahulu harta orang- orang Bani Nadhir termasuk di antara harta fai yang diberikan Allah kepada Rasul-Nya, yaitu termasuk harta kaum muslim yang tidak usah memacu kuda dan unta kendaraannya untuk mendapatkannya (tanpa berperang). Harta Bani Nadhir tersebut adalah untuk Rasulullah  seluruhnya, bukan untuk kaum muslim. Rasulullah  mengambil nafkah darinya untuk keluarganya selama setahun, sedangkan selebihnya digunakan untuk senjata dan peralatan lain sebagai sarana beijihad di jalan Allah. Setelah Rasulullah  wafat, harta itu dikelola oleh Abu Bakar Ash-Shiddiq , serupa dengan pengelolaan yang dilakukan oleh Rasulullah . Kemudian harta itu dikelola olehku, sama dengan pengelolaan yang dilakukan oleh Rasulullah  dan Abu Bakar Ash-Shiddiq . Lalu kamu berdua memintaku agar menyerahkan kepadamu, maka aku serahkan kepadamu dengan syarat janganlah kamu mengelolanya, melainkan seperti apa yang telah dilakukan oleh Rasulullah SAW dan Abu Bakar Ash-Shiddiq . Kemudian kamu berdua mengelolanya, tetapi kamu berdua datang kepadaku dalam keadaan bersengketa. Apakah kamu menginginkan agar aku memberikan kepada masing-masing kamu separahnya? Apakah kamu berdua menghendaki agar aku memutuskan suatu keputusan selain dari apa yang telah aku putuskan kepada kamu berdua, atau tidak? Tidak, demi Tuhan yang dengan seizin-Nya langit dan bumi berdiri, aku tidak akan memutuskan di antara kamu berdua selain dari hal tersebut. Jika kamu berdua tidak mampu mengelolanya, maka serahkanlah kepadaku, niscaya aku akan memberikan kecukupan kepada kamu berdua.""734 Imam Asy-Syafi'i berkata, ""Sufyan telah mengatakan kepadaku bahwa dia tidak mendengar dari Az-Zuhri melainkan mendapat cerita dari Amr bin Dinar, dari Az-Zuhri. Dia bertanya, 'Apakah seperti yang engkau kisahkan?* Amr bin Dinar menjawab, “Ya""734"
1505;Musnad Syafi'i 1505;Malik mengabarkan kepada kami dari Abu Az-Zinad, dari Al A'raj, dari Abu Hurairah  bahwa Rasulullah  pernah bersabda, “Semua ahli warisku tidak boleh mengambil 1 dinar pun, semua yang aku tinggalkan sesudah nafkah keluargaku dan biaya para amilku adalah sedekah.;735
1506;Musnad Syafi'i 1506;Sufyan mengabarkan kepada kami dari Abu Az-Zinad, dan Al A'raj, dari Abu Hurairah  tentang hadis yang semisal dengan makna hadis di atas. 736;
1507;Musnad Syafi'i 1507;Ibnu Uyainah mengabarkan kepada kami dari Muhammad bin Al Munkadir, dari Jabir bin Abdullah , ia mengatakan bahwa Rasulullah  pernah bersabda,;"Jika datang kepadaku harta dari Bahrain, aku akan memberimu sebanyak sekian dan sekian"" Tetapi Nabi  wafat sebelum harta Bahrain datang kepadanya, lalu datang pada masa kekhalifahan Abu Bakar, maka ia memberiku di saat harta itu datang kepadanya. 737 Ar-Rabi' berkata, ""Hadis lainnya diceritakan kepadaku oleh selain Asy-Syafi'i mulai dari sabda beliau,""Jika datang kepadaku'."""
1508;Musnad Syafi'i 1508;Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar : Rasulullah  mengirimkan pasukan sariyyah yang dipimpin oleh Abdullah bin Umar menuju Najd. Akhirnya, mereka memperoleh ghanimah berupa unta yang banyak. Bagian mereka (masing-masing) adalah 12 ekor atau 11 ekor unta, kemudian mereka diberi tambahan, masing-masing seekor unta. 738;
1509;Musnad Syafi'i 1509;Ibnu Uyainah mengabarkan kepada kami dari Ayub, dari Abu Qilabah, dari Abu Al Muhallab, dari Imran bin Hushain: Nabi  telah meng-qishash seorang lelaki karena telah membunuh 2 orang lelaki. 739;
1510;Musnad Syafi'i 1510;Orang yang dipercaya dan kalangan teman-teman kami mengabarkan kepada kami dari Ishaq Al Azraq Al Wasithi, dari Ubaidillah bin Umar, dari Nafi', dari Ibnu Umar : Nabi  memberikan bagian kepada kuda 2 bagian, sedangkan untuk penunggangnya hanya 1 bagian. 740;
1511;Musnad Syafi'i 1511;"Ibnu Uyainah mengabarkan kepada kami dari Hisyam bin Urwah, dari Yahya bin Abbad bin Abdullah bin Az-Zubair bin Awwam:

Az-Zubair bin Awwam membagi hasil ghanimah menjadi 4 bagian: Sebagian untuk dirinya, 2 bagian untuk kudanya, dan sebagian yang lain untuk kaum kerabat. 741

Asy-Syafi'i berkata,";"Yang dimaksud dengan istilah kaum kerabat —hanya Allah yang Maha Mengetahui— ialah bagian Shafiyah, ibunya.

Sufyan merasa ragu apakah ia hafal hadis ini dari Hisyam, dari Yahya secara sima'i (mendengar langsung); tetapi pada garis besarnya baik Sufyan ataupun yang lainnya yang hafal dari Hisyam tidak meragukan bahwa hadis ini adalah hadist Hisyam dan Yahya."""
1512;Musnad Syafi'i 1512;Mutharrif bin Mazin menceritakan kepada kami dari Ma'mar bin Rasyid, dan Ibnu Syihab, ia mengatakan bahwa Muhammad bin Jubair bin Muth'im mengabarkan kepadanya dari ayahnya yang mengatakan: Ketika Rasulullah  membagi bagian dzawil qurba di antara Bani Hasyim dan Bani Al Muththalib, aku dan Utsman bin Affan  datang kepadanya, lalu kami berkata,;"Wahai Rasulullah, mereka adalah saudara-saudara kami dari kalangan Bani Hasyim. Kami tidak mengingkari keutamaan mereka karena kedudukanmu yang telah dijadikan oleh Allah sebagai salah seorang dari mereka. Mengapa engkau memberi kepada saudara-saudara kami dari Banil Muththalib, engkau memberi mereka, dan engkau meninggalkan kami, atau engkau menghalangi kami, padahal kekerabatan kami dan mereka adalah satu"" Maka Rasulullah  menjawab, ""Sesungguhnya Bani Hasyim dan Bani Al Muththalib itu adalah suatu yang satu seperti ini,"" seraya menjaringkan jari-jemari kedua tangannya. 742"
1513;Musnad Syafi'i 1513;Telah mengabarkan kepada kami yang menurut dugaanku dia adalah Daud bin Abdurrahman Al Aththar dari Ibnu Al Mubarak, dari Yunus, dari Az-Zuhri, dari Jubair bin Muth'im, dari Nabi  tentang hadis yang semakna. 743;
